person_id,person_name,age,sex,filepath
6458,JohnVernon,47,m,6458_JohnVernon_47_m.jpg
9309,GeorgeMontgomery,22,m,9309_GeorgeMontgomery_22_m.jpg
96,PaulAnka,52,m,96_PaulAnka_52_m.jpg
7707,VincentPrice,27,m,7707_VincentPrice_27_m.jpg
2555,GaryOldman,39,m,2555_GaryOldman_39_m.jpg
5485,MichaelKeaton,31,m,5485_MichaelKeaton_31_m.jpg
9143,MichaelSarrazin,46,m,9143_MichaelSarrazin_46_m.jpg
4786,PierceBrosnan,30,m,4786_PierceBrosnan_30_m.jpg
9511,CHARLIERUGGLES,51,m,9511_CHARLIERUGGLES_51_m.jpg
10386,AnnMargret,39,f,10386_AnnMargret_39_f.jpg
334,LarryEllison,48,m,334_LarryEllison_48_m.jpg
3255,GeneHackman,51,m,3255_GeneHackman_51_m.jpg
14151,VivienLeigh,35,f,14151_VivienLeigh_35_f.jpg
7248,KrisKristofferson,40,m,7248_KrisKristofferson_40_m.jpg
9428,EdwardGRobinson,42,m,9428_EdwardGRobinson_42_m.jpg
11733,SusanSarandon,39,f,11733_SusanSarandon_39_f.jpg
3904,TomasMilian,53,m,3904_TomasMilian_53_m.jpg
12827,MaryTylerMoore,41,f,12827_MaryTylerMoore_41_f.jpg
7637,TellySavalas,50,m,7637_TellySavalas_50_m.jpg
4474,WilliamDafoe,46,m,4474_WilliamDafoe_46_m.jpg
449,BerryGordy,28,m,449_BerryGordy_28_m.jpg
3103,ChuckNorris,37,m,3103_ChuckNorris_37_m.jpg
9314,GeorgeMontgomery,29,m,9314_GeorgeMontgomery_29_m.jpg
9570,MarcelloMastroianni,28,m,9570_MarcelloMastroianni_28_m.jpg
4705,KostasVoutsas,40,m,4705_KostasVoutsas_40_m.jpg
84,PaulAnka,47,m,84_PaulAnka_47_m.jpg
14357,LorettaYoung,16,f,14357_LorettaYoung_16_f.jpg
6998,ChristopherWalken,37,m,6998_ChristopherWalken_37_m.jpg
4563,Fernandel,45,m,4563_Fernandel_45_m.jpg
14220,IngridBergman,25,f,14220_IngridBergman_25_f.jpg
5404,JonFinch,34,m,5404_JonFinch_34_m.jpg
1784,TomHanks,48,m,1784_TomHanks_48_m.jpg
12497,AnneBaxter,27,f,12497_AnneBaxter_27_f.jpg
5712,RoyRogers,56,m,5712_RoyRogers_56_m.jpg
13613,JessicaTandy,41,f,13613_JessicaTandy_41_f.jpg
14965,AmandaBlake,47,f,14965_AmandaBlake_47_f.jpg
2219,NickNolte,71,m,2219_NickNolte_71_m.jpg
11570,LindsayWagner,28,f,11570_LindsayWagner_28_f.jpg
8705,MurrayHamilton,54,m,8705_MurrayHamilton_54_m.jpg
12454,AngieDickinson,58,f,12454_AngieDickinson_58_f.jpg
8092,Konstantaras,59,m,8092_Konstantaras_59_m.jpg
12457,AngieDickinson,76,f,12457_AngieDickinson_76_f.jpg
13270,AmandaRedman,24,f,13270_AmandaRedman_24_f.jpg
15962,MartinLutherKing,34,m,15962_MartinLutherKing_34_m.jpg
4898,RomanPolanski,42,m,4898_RomanPolanski_42_m.jpg
8909,ErnestBorgnine,38,m,8909_ErnestBorgnine_38_m.jpg
13901,AnnieGirardot,64,f,13901_AnnieGirardot_64_f.jpg
9844,JudyDavis,45,f,9844_JudyDavis_45_f.jpg
4359,RalphMacchio,44,m,4359_RalphMacchio_44_m.jpg
8362,SimonMacCorkindale,40,m,8362_SimonMacCorkindale_40_m.jpg
8750,AlecGuinness,33,m,8750_AlecGuinness_33_m.jpg
472,JWMarriott,73,m,472_JWMarriott_73_m.jpg
12993,ClaudiaCardinale,40,f,12993_ClaudiaCardinale_40_f.jpg
10490,DianneWiest,50,f,10490_DianneWiest_50_f.jpg
8369,SimonMacCorkindale,50,m,8369_SimonMacCorkindale_50_m.jpg
12515,AnneBaxter,51,f,12515_AnneBaxter_51_f.jpg
11479,JulieAndrews,30,f,11479_JulieAndrews_30_f.jpg
2642,JeremyKemp,38,m,2642_JeremyKemp_38_m.jpg
13011,GeraldineChaplin,21,f,13011_GeraldineChaplin_21_f.jpg
11092,JodieFoster,24,f,11092_JodieFoster_24_f.jpg
4037,CharlieSheen,40,m,4037_CharlieSheen_40_m.jpg
14146,VivienLeigh,22,f,14146_VivienLeigh_22_f.jpg
3516,MartinSheen,23,m,3516_MartinSheen_23_m.jpg
1733,TimCurry,37,m,1733_TimCurry_37_m.jpg
5944,JackLarson,80,m,5944_JackLarson_80_m.jpg
409,SteveJobsb,20,m,409_SteveJobsb_20_m.jpg
10273,MarietteHartley,22,f,10273_MarietteHartley_22_f.jpg
9888,LauraDern,38,f,9888_LauraDern_38_f.jpg
3820,StacyKeach,56,m,3820_StacyKeach_56_m.jpg
14289,JoanCrawford,45,f,14289_JoanCrawford_45_f.jpg
6135,DanaAndrews,33,m,6135_DanaAndrews_33_m.jpg
8704,MurrayHamilton,51,m,8704_MurrayHamilton_51_m.jpg
6072,WilliamShatner,47,m,6072_WilliamShatner_47_m.jpg
12549,AlikiBoug,37,f,12549_AlikiBoug_37_f.jpg
13496,GladysCooper,27,f,13496_GladysCooper_27_f.jpg
1214,MendeleievDmitri,65,m,1214_MendeleievDmitri_65_m.jpg
6340,JamesArness,33,m,6340_JamesArness_33_m.jpg
14631,BarbaraStanwyck,23,f,14631_BarbaraStanwyck_23_f.jpg
1811,TomHulce,39,m,1811_TomHulce_39_m.jpg
1533,Bono,27,m,1533_Bono_27_m.jpg
2062,JonVoight,47,m,2062_JonVoight_47_m.jpg
9205,RobertMitchum,26,m,9205_RobertMitchum_26_m.jpg
6855,ThomasTerry,48,m,6855_ThomasTerry_48_m.jpg
10591,KimBasinger,35,f,10591_KimBasinger_35_f.jpg
4886,RomanPolanski,34,m,4886_RomanPolanski_34_m.jpg
11073,JeanneMoreau,70,f,11073_JeanneMoreau_70_f.jpg
4466,WilliamDafoe,36,m,4466_WilliamDafoe_36_m.jpg
1503,GabrielGarciaMarquez,74,m,1503_GabrielGarciaMarquez_74_m.jpg
13333,AvaGardner,22,f,13333_AvaGardner_22_f.jpg
6025,RafVallone,26,m,6025_RafVallone_26_m.jpg
5415,JonFinch,52,m,5415_JonFinch_52_m.jpg
3602,MikeConnors,40,m,3602_MikeConnors_40_m.jpg
4648,JeffGoldblum,29,m,4648_JeffGoldblum_29_m.jpg
3132,ChuckNorris,71,m,3132_ChuckNorris_71_m.jpg
793,akistsoxatzopoulos,70,m,793_akistsoxatzopoulos_70_m.jpg
1603,AlCorley,34,m,1603_AlCorley_34_m.jpg
4920,RomanPolanski,75,m,4920_RomanPolanski_75_m.jpg
12449,AngieDickinson,50,f,12449_AngieDickinson_50_f.jpg
2102,MelBrooks,49,m,2102_MelBrooks_49_m.jpg
4892,RomanPolanski,36,m,4892_RomanPolanski_36_m.jpg
2863,RyanONeal,19,m,2863_RyanONeal_19_m.jpg
158,PaulmcCartney,30,m,158_PaulmcCartney_30_m.jpg
5630,PeterFalk,83,m,5630_PeterFalk_83_m.jpg
11299,SophiaLoren,17,f,11299_SophiaLoren_17_f.jpg
12113,EvaMarieSaint,68,f,12113_EvaMarieSaint_68_f.jpg
6519,KlausKinski,28,m,6519_KlausKinski_28_m.jpg
9369,GregoryPeck,58,m,9369_GregoryPeck_58_m.jpg
3282,IanMcKellen,30,m,3282_IanMcKellen_30_m.jpg
1494,GabrielGarciaMarquez,74,m,1494_GabrielGarciaMarquez_74_m.jpg
15707,MargaretNolan,25,f,15707_MargaretNolan_25_f.jpg
4973,TimothyDalton,45,m,4973_TimothyDalton_45_m.jpg
3110,ChuckNorris,46,m,3110_ChuckNorris_46_m.jpg
14894,BernadetteLafont,71,f,14894_BernadetteLafont_71_f.jpg
3583,MichaelYork,54,m,3583_MichaelYork_54_m.jpg
3272,IanMcKellen,43,m,3272_IanMcKellen_43_m.jpg
12266,JoanneWoodward,60,f,12266_JoanneWoodward_60_f.jpg
333,LarryEllison,46,m,333_LarryEllison_46_m.jpg
12875,Myl╨ЪneDemongeot,78,f,12875_Myl╨ЪneDemongeot_78_f.jpg
3564,MichaelYork,30,m,3564_MichaelYork_30_m.jpg
14345,KristinScottThomas,46,f,14345_KristinScottThomas_46_f.jpg
659,TonyBlair,44,m,659_TonyBlair_44_m.jpg
1474,RabindranathTagore,67,m,1474_RabindranathTagore_67_m.jpg
2675,JohnCleese,33,m,2675_JohnCleese_33_m.jpg
2189,NickNolte,39,m,2189_NickNolte_39_m.jpg
14474,PeggyAshcroft,75,f,14474_PeggyAshcroft_75_f.jpg
15866,St╨ТphaneAudran,38,f,15866_St╨ТphaneAudran_38_f.jpg
5220,DavidMcCallum,26,m,5220_DavidMcCallum_26_m.jpg
13051,GeraldineChaplin,65,f,13051_GeraldineChaplin_65_f.jpg
14209,GeraldinePage,48,f,14209_GeraldinePage_48_f.jpg
5979,JeanMarais,73,m,5979_JeanMarais_73_m.jpg
6927,BorisKarloff,73,m,6927_BorisKarloff_73_m.jpg
8303,RichardChamberlain,79,m,8303_RichardChamberlain_79_m.jpg
14247,JanetGaynor,23,f,14247_JanetGaynor_23_f.jpg
12456,AngieDickinson,73,f,12456_AngieDickinson_73_f.jpg
6075,WilliamShatner,52,m,6075_WilliamShatner_52_m.jpg
14017,GreerGarson,61,f,14017_GreerGarson_61_f.jpg
1108,CharlesDarwin,55,m,1108_CharlesDarwin_55_m.jpg
2623,JamesWoods,52,m,2623_JamesWoods_52_m.jpg
9272,BurtLancaster,40,m,9272_BurtLancaster_40_m.jpg
10857,SusanGeorge,20,f,10857_SusanGeorge_20_f.jpg
370,DavidSarnoff,53,m,370_DavidSarnoff_53_m.jpg
215,ElvisPresley,29,m,215_ElvisPresley_29_m.jpg
9116,MarlonBrando,49,m,9116_MarlonBrando_49_m.jpg
13278,AmandaRedman,36,f,13278_AmandaRedman_36_f.jpg
8059,HorstBuchholz,61,m,8059_HorstBuchholz_61_m.jpg
9798,JaneAsher,17,f,9798_JaneAsher_17_f.jpg
16050,MorganFreeman ,51,m,16050_MorganFreeman _51_m.jpg
6155,DanaAndrews,50,m,6155_DanaAndrews_50_m.jpg
3770,RutgerHauer,54,m,3770_RutgerHauer_54_m.jpg
2050,JonVoight,32,m,2050_JonVoight_32_m.jpg
8755,AlecGuinness,39,m,8755_AlecGuinness_39_m.jpg
9081,LawrenceTierney,24,m,9081_LawrenceTierney_24_m.jpg
3469,LeslieCaron,66,m,3469_LeslieCaron_66_m.jpg
2783,MickJagger,40,m,2783_MickJagger_40_m.jpg
1049,EdwardTeller,43,m,1049_EdwardTeller_43_m.jpg
14534,AudreyHepburn,25,f,14534_AudreyHepburn_25_f.jpg
3364,JeffDaniels,42,m,3364_JeffDaniels_42_m.jpg
8807,AnthonyPerkins,51,m,8807_AnthonyPerkins_51_m.jpg
1136,HeinrichHertz,21,m,1136_HeinrichHertz_21_m.jpg
4549,Fernandel,10,m,4549_Fernandel_10_m.jpg
3447,LeslieCaron,27,m,3447_LeslieCaron_27_m.jpg
5612,PeterFalk,56,m,5612_PeterFalk_56_m.jpg
12311,MelindaDillion,42,f,12311_MelindaDillion_42_f.jpg
2307,SamNeill,48,m,2307_SamNeill_48_m.jpg
1999,JamesCaan,41,m,1999_JamesCaan_41_m.jpg
15455,JanetEllis,58,f,15455_JanetEllis_58_f.jpg
12880,RuthGordon,28,f,12880_RuthGordon_28_f.jpg
7138,JeanPaulBelmondo,43,m,7138_JeanPaulBelmondo_43_m.jpg
8622,FrankSinatra,38,m,8622_FrankSinatra_38_m.jpg
16329,Dee,69,f,16329_Dee_69_f.jpg
11609,MargeChampion,53,f,11609_MargeChampion_53_f.jpg
5551,PatrickStewart,11,m,5551_PatrickStewart_11_m.jpg
5361,JohnDerek,57,m,5361_JohnDerek_57_m.jpg
8148,LorneGreene,51,m,8148_LorneGreene_51_m.jpg
13684,LilliPalmer,59,f,13684_LilliPalmer_59_f.jpg
15549,JulieHagerty,21,f,15549_JulieHagerty_21_f.jpg
2277,RodTaylor,51,m,2277_RodTaylor_51_m.jpg
6554,LeeJCobb,39,m,6554_LeeJCobb_39_m.jpg
16285,campbell,33,f,16285_campbell_33_f.jpg
7817,AndyGriffith,78,m,7817_AndyGriffith_78_m.jpg
4157,GenaRowlands,74,m,4157_GenaRowlands_74_m.jpg
4051,ClintWalker,27,m,4051_ClintWalker_27_m.jpg
4078,ClintWalker,73,m,4078_ClintWalker_73_m.jpg
6449,JohnVernon,35,m,6449_JohnVernon_35_m.jpg
10233,KathyBates,62,f,10233_KathyBates_62_f.jpg
10604,LindaEvans,22,f,10604_LindaEvans_22_f.jpg
12093,EvaMarieSaint,31,f,12093_EvaMarieSaint_31_f.jpg
6735,RexHarrison,56,m,6735_RexHarrison_56_m.jpg
13004,ClaudiaCardinale,74,f,13004_ClaudiaCardinale_74_f.jpg
2211,NickNolte,63,m,2211_NickNolte_63_m.jpg
11879,BarbaraBouchet,71,f,11879_BarbaraBouchet_71_f.jpg
730,RonaldReagan,34,m,730_RonaldReagan_34_m.jpg
10105,JaneFonda,55,f,10105_JaneFonda_55_f.jpg
5772,BenGazzara,35,m,5772_BenGazzara_35_m.jpg
4576,Fernandel,59,m,4576_Fernandel_59_m.jpg
4954,StevenBerkoff,67,m,4954_StevenBerkoff_67_m.jpg
3596,MichaelYork,70,m,3596_MichaelYork_70_m.jpg
13139,JaneRussell,88,f,13139_JaneRussell_88_f.jpg
13110,JaneRussell,21,f,13110_JaneRussell_21_f.jpg
5157,BobHope,47,m,5157_BobHope_47_m.jpg
7693,UgoTognazzi,51,m,7693_UgoTognazzi_51_m.jpg
7345,LouisJourdan,35,m,7345_LouisJourdan_35_m.jpg
12804,MargaretOBrien,64,f,12804_MargaretOBrien_64_f.jpg
5797,BenGazzara,77,m,5797_BenGazzara_77_m.jpg
6077,WilliamShatner,58,m,6077_WilliamShatner_58_m.jpg
15930,VeronicaLake,40,f,15930_VeronicaLake_40_f.jpg
8182,PatrickSwayze,54,m,8182_PatrickSwayze_54_m.jpg
5628,PeterFalk,82,m,5628_PeterFalk_82_m.jpg
4831,RobertRedford,51,m,4831_RobertRedford_51_m.jpg
2393,BillMurray,32,m,2393_BillMurray_32_m.jpg
13117,JaneRussell,34,f,13117_JaneRussell_34_f.jpg
6657,OrsonWelles,45,m,6657_OrsonWelles_45_m.jpg
16389,Houston,27,f,16389_Houston_27_f.jpg
912,TheodoreRoosevelt,44,m,912_TheodoreRoosevelt_44_m.jpg
5509,MichaelKeaton,61,m,5509_MichaelKeaton_61_m.jpg
2585,GeneWilder,45,m,2585_GeneWilder_45_m.jpg
1015,StephenHawking,40,m,1015_StephenHawking_40_m.jpg
6803,RoyScheider,49,m,6803_RoyScheider_49_m.jpg
11180,MonicaVitti,35,f,11180_MonicaVitti_35_f.jpg
6873,YvesMontand,23,m,6873_YvesMontand_23_m.jpg
4458,WilliamDafoe,26,m,4458_WilliamDafoe_26_m.jpg
11828,AnjelicaHuston,53,f,11828_AnjelicaHuston_53_f.jpg
15292,DyanCannon,43,f,15292_DyanCannon_43_f.jpg
15498,JeanetteMacDonald,39,f,15498_JeanetteMacDonald_39_f.jpg
2723,KevinBacon,39,m,2723_KevinBacon_39_m.jpg
8907,ChristopherEccleston,50,m,8907_ChristopherEccleston_50_m.jpg
2483,ClaudeRich,67,m,2483_ClaudeRich_67_m.jpg
3418,KevinSpacey,35,m,3418_KevinSpacey_35_m.jpg
16320,Davis,49,f,16320_Davis_49_f.jpg
4314,MichaelPalin,35,m,4314_MichaelPalin_35_m.jpg
9357,GeorgesMarchal,69,m,9357_GeorgesMarchal_69_m.jpg
12106,EvaMarieSaint,50,f,12106_EvaMarieSaint_50_f.jpg
11529,JulieChristie,72,f,11529_JulieChristie_72_f.jpg
2770,LiamNeeson,62,m,2770_LiamNeeson_62_m.jpg
1810,TomHulce,37,m,1810_TomHulce_37_m.jpg
13477,GingerRogers,68,f,13477_GingerRogers_68_f.jpg
11337,VirnaLisi,31,f,11337_VirnaLisi_31_f.jpg
10568,KathrynHays,38,f,10568_KathrynHays_38_f.jpg
5856,HerbertLom,49,m,5856_HerbertLom_49_m.jpg
9790,JaneAsher,7,f,9790_JaneAsher_7_f.jpg
7465,NewmanPaul,19,m,7465_NewmanPaul_19_m.jpg
8323,RichardCrenna,56,m,8323_RichardCrenna_56_m.jpg
14180,EstherWilliams,79,f,14180_EstherWilliams_79_f.jpg
9700,MegRyan,77,f,9700_MegRyan_77_f.jpg
9665,BoDerek,53,f,9665_BoDerek_53_f.jpg
9613,KostasXatzixristos,45,m,9613_KostasXatzixristos_45_m.jpg
11190,MonicaVitti,37,f,11190_MonicaVitti_37_f.jpg
5913,HowardKeel,71,m,5913_HowardKeel_71_m.jpg
134,PaulmcCartney,29,m,134_PaulmcCartney_29_m.jpg
4984,TimothyDalton,63,m,4984_TimothyDalton_63_m.jpg
1109,GregorMendel,38,m,1109_GregorMendel_38_m.jpg
8676,JohnCassavetes,44,m,8676_JohnCassavetes_44_m.jpg
14449,PeggyAshcroft,26,f,14449_PeggyAshcroft_26_f.jpg
15543,JulieBishop,40,f,15543_JulieBishop_40_f.jpg
3659,OmarSharif,70,m,3659_OmarSharif_70_m.jpg
4047,CharlieSheen,49,m,4047_CharlieSheen_49_m.jpg
15150,ConnieBooth,31,f,15150_ConnieBooth_31_f.jpg
8567,CliffRobertson,81,m,8567_CliffRobertson_81_m.jpg
8345,RichardCrenna,75,m,8345_RichardCrenna_75_m.jpg
3352,JeffDaniels,30,m,3352_JeffDaniels_30_m.jpg
11177,LizaMinelli,33,f,11177_LizaMinelli_33_f.jpg
2333,AbeVigoda,58,m,2333_AbeVigoda_58_m.jpg
8846,ArnoldSchwarzenegger,55,m,8846_ArnoldSchwarzenegger_55_m.jpg
15286,DyanCannon,78,f,15286_DyanCannon_78_f.jpg
1248,AndreMarieAmp╨Ъre,25,m,1248_AndreMarieAmp╨Ъre_25_m.jpg
360,JPMorgan,66,m,360_JPMorgan_66_m.jpg
9398,SteveMcQueen,40,m,9398_SteveMcQueen_40_m.jpg
5610,PeterFalk,54,m,5610_PeterFalk_54_m.jpg
6351,JamesArness,50,m,6351_JamesArness_50_m.jpg
4319,MichaelPalin,42,m,4319_MichaelPalin_42_m.jpg
7919,GeorgePeppard,51,m,7919_GeorgePeppard_51_m.jpg
14047,JudyGarland,33,f,14047_JudyGarland_33_f.jpg
10395,AnnMargret,61,f,10395_AnnMargret_61_f.jpg
1107,CharlesDarwin,73,m,1107_CharlesDarwin_73_m.jpg
7484,PeterMarkRichman,44,m,7484_PeterMarkRichman_44_m.jpg
14678,ClaudetteColbert,58,f,14678_ClaudetteColbert_58_f.jpg
407,SteveJobsb,17,m,407_SteveJobsb_17_m.jpg
3732,RogerAllam,47,m,3732_RogerAllam_47_m.jpg
10798,PeggyLipton,24,f,10798_PeggyLipton_24_f.jpg
16163,SidneyPoitier,61,m,16163_SidneyPoitier_61_m.jpg
8610,FrankSinatra,32,m,8610_FrankSinatra_32_m.jpg
1627,AlPacino,45,m,1627_AlPacino_45_m.jpg
10062,HelenHunt,50,f,10062_HelenHunt_50_f.jpg
7277,LeifErickson,30,m,7277_LeifErickson_30_m.jpg
4696,JohnTravolta,45,m,4696_JohnTravolta_45_m.jpg
15574,JulieHagerty,58,f,15574_JulieHagerty_58_f.jpg
16446,Tyson,67,f,16446_Tyson_67_f.jpg
4499,CarlosSantana,60,m,4499_CarlosSantana_60_m.jpg
9988,GlennClose,43,f,9988_GlennClose_43_f.jpg
10612,LindaEvans,33,f,10612_LindaEvans_33_f.jpg
5890,HowardKeel,35,m,5890_HowardKeel_35_m.jpg
9206,RobertMitchum,28,m,9206_RobertMitchum_28_m.jpg
14755,ShelleyWinters,25,f,14755_ShelleyWinters_25_f.jpg
9572,MarcelloMastroianni,30,m,9572_MarcelloMastroianni_30_m.jpg
14774,ShelleyWinters,55,f,14774_ShelleyWinters_55_f.jpg
7842,AnthonyQuayle,58,m,7842_AnthonyQuayle_58_m.jpg
10915,Arletty,47,f,10915_Arletty_47_f.jpg
10211,JulieAdams,70,f,10211_JulieAdams_70_f.jpg
9020,HumphreyBogard,44,m,9020_HumphreyBogard_44_m.jpg
12584,DonnaReed,42,f,12584_DonnaReed_42_f.jpg
8340,RichardCrenna,69,m,8340_RichardCrenna_69_m.jpg
46,Pele,35,m,46_Pele_35_m.jpg
2740,KevinBacon,55,m,2740_KevinBacon_55_m.jpg
14415,MaryPickford,30,f,14415_MaryPickford_30_f.jpg
6924,BorisKarloff,54,m,6924_BorisKarloff_54_m.jpg
14998,AnnJillian,57,f,14998_AnnJillian_57_f.jpg
4041,CharlieSheen,45,m,4041_CharlieSheen_45_m.jpg
7474,PeterMarkRichman,40,m,7474_PeterMarkRichman_40_m.jpg
16176,SidneyPoitier,85,m,16176_SidneyPoitier_85_m.jpg
1849,TomJones,53,m,1849_TomJones_53_m.jpg
13617,JessicaTandy,68,f,13617_JessicaTandy_68_f.jpg
8555,CliffRobertson,41,m,8555_CliffRobertson_41_m.jpg
7384,LyleTalbot,53,m,7384_LyleTalbot_53_m.jpg
8987,GeorgeCScott,32,m,8987_GeorgeCScott_32_m.jpg
16096,DannyGlover,68,m,16096_DannyGlover_68_m.jpg
4177,HarrisonFord,68,m,4177_HarrisonFord_68_m.jpg
3865,SteveMartin,35,m,3865_SteveMartin_35_m.jpg
15119,CatherineSchell,32,f,15119_CatherineSchell_32_f.jpg
534,angelamerkel,51,f,534_angelamerkel_51_f.jpg
10208,JulieAdams,64,f,10208_JulieAdams_64_f.jpg
2962,tomselleck,41,m,2962_tomselleck_41_m.jpg
9846,JudyDavis,28,f,9846_JudyDavis_28_f.jpg
2243,RayLiotta,52,m,2243_RayLiotta_52_m.jpg
12458,AngieDickinson,78,f,12458_AngieDickinson_78_f.jpg
14332,KristinScottThomas,29,f,14332_KristinScottThomas_29_f.jpg
8430,VictorMature,70,m,8430_VictorMature_70_m.jpg
4581,GordonThomson,35,m,4581_GordonThomson_35_m.jpg
6952,CharlesBoyer,31,m,6952_CharlesBoyer_31_m.jpg
611,Gorbachev,58,m,611_Gorbachev_58_m.jpg
238,TheodorakisMikis,52,m,238_TheodorakisMikis_52_m.jpg
9437,EdwardGRobinson,48,m,9437_EdwardGRobinson_48_m.jpg
7445,MickeyRooney,94,m,7445_MickeyRooney_94_m.jpg
8566,CliffRobertson,79,m,8566_CliffRobertson_79_m.jpg
4553,Fernandel,32,m,4553_Fernandel_32_m.jpg
9920,AliMacGraw,34,f,9920_AliMacGraw_34_f.jpg
11578,LindsayWagner,49,f,11578_LindsayWagner_49_f.jpg
6453,JohnVernon,39,m,6453_JohnVernon_39_m.jpg
2487,ClaudeRich,73,m,2487_ClaudeRich_73_m.jpg
11164,LizaMinelli,42,f,11164_LizaMinelli_42_f.jpg
6638,MelFerrer,57,m,6638_MelFerrer_57_m.jpg
15809,SarahDouglas,60,f,15809_SarahDouglas_60_f.jpg
14928,MerkouriMelina,72,f,14928_MerkouriMelina_72_f.jpg
3019,AlanRickman,52,m,3019_AlanRickman_52_m.jpg
6703,PeterGraves,54,m,6703_PeterGraves_54_m.jpg
1935,EdwardFox,71,m,1935_EdwardFox_71_m.jpg
4540,DustinHoffman,40,m,4540_DustinHoffman_40_m.jpg
12219,IsabelleAdjani,16,f,12219_IsabelleAdjani_16_f.jpg
6180,DenzelWashington,22,m,6180_DenzelWashington_22_m.jpg
14754,ShelleyWinters,20,f,14754_ShelleyWinters_20_f.jpg
13738,PatriciaNeal,48,f,13738_PatriciaNeal_48_f.jpg
11618,MargeChampion,91,f,11618_MargeChampion_91_f.jpg
1490,GabrielGarciaMarquez,28,m,1490_GabrielGarciaMarquez_28_m.jpg
8920,ErnestBorgnine,53,m,8920_ErnestBorgnine_53_m.jpg
15360,ErinGray,56,f,15360_ErinGray_56_f.jpg
34,EsteeLauder,38,f,34_EsteeLauder_38_f.jpg
16338,Dee,85,f,16338_Dee_85_f.jpg
11279,SophiaLoren,28,f,11279_SophiaLoren_28_f.jpg
10390,AnnMargret,47,f,10390_AnnMargret_47_f.jpg
4307,MichaelPalin,28,m,4307_MichaelPalin_28_m.jpg
4365,RalphMacchio,50,m,4365_RalphMacchio_50_m.jpg
12141,FrancescaAnnis,34,f,12141_FrancescaAnnis_34_f.jpg
15862,St╨ТphaneAudran,34,f,15862_St╨ТphaneAudran_34_f.jpg
13008,GeraldineChaplin,18,f,13008_GeraldineChaplin_18_f.jpg
16396,Houston,23,f,16396_Houston_23_f.jpg
6953,CharlesBoyer,33,m,6953_CharlesBoyer_33_m.jpg
4847,RobertRedford,77,m,4847_RobertRedford_77_m.jpg
15243,DebraPaget,75,f,15243_DebraPaget_75_f.jpg
